donation_id,donor_id,campaign_id,donation_date,amount,method,status
DON00794,D0869,CAMP007,2024-02-01,584.78,Online,Failed
DON00795,D0165,CAMP012,2021-04-25,4445.4,Online,Completed
DON00796,D0272,CAMP001,2022-11-19,294.08,Cash,Failed
DON00797,D0181,CAMP009,2023-08-30,760.78,Cash,Completed
DON00798,D0246,CAMP019,2020-06-06,1613.56,Check,Completed
DON00799,D0196,CAMP012,2023-12-29,4528.99,Online,Completed
DON00800,D0440,CAMP022,2021-03-23,4846.46,Cash,Refunded
DON00801,D0566,CAMP018,2021-03-28,359.1,Credit Card,Failed
DON00802,D0719,CAMP014,2025-03-06,3133.58,Credit Card,Completed
DON00803,D0450,CAMP007,2022-04-13,2708.65,Online,Failed
DON00804,D0495,CAMP002,2022-03-02,4330.1,Credit Card,Failed
DON00805,D0705,CAMP004,2025-01-03,4402.96,Cash,Failed
DON00806,D0659,CAMP002,2023-04-21,1620.81,Online,Completed
DON00807,D0567,CAMP008,2024-02-01,4525.71,Cash,Completed
DON00808,D0349,CAMP015,2020-11-17,3081.17,Credit Card,Refunded
DON00809,D0546,CAMP004,2022-05-11,3782.04,Credit Card,Refunded
DON00810,D0263,CAMP005,2023-04-24,3237.36,Check,Refunded
DON00811,D0123,CAMP006,2020-05-29,2864.41,Credit Card,Completed
DON00812,D0310,CAMP024,2020-11-04,1612.42,Check,Failed
DON00813,D0603,CAMP016,2024-09-21,2042.95,Credit Card,Completed
DON00814,D0289,CAMP009,2023-03-02,2595.16,Online,Failed
DON00815,D0910,CAMP014,2024-06-17,485.95,Credit Card,Failed
DON00816,D0110,CAMP018,2023-06-26,2745.24,Credit Card,Completed
DON00817,D0231,CAMP009,2021-01-04,1671.45,Online,Failed
DON00818,D0368,CAMP011,2023-06-16,1396.17,Credit Card,Refunded
DON00819,D0345,CAMP011,2022-02-08,3465.47,Cash,Refunded
DON00820,D0714,CAMP007,2023-07-29,1994.7,Cash,Refunded
DON00821,D0586,CAMP020,2025-02-28,4223.33,Online,Refunded
DON00822,D0843,CAMP020,2020-05-28,1720.04,Cash,Completed
DON00823,D0984,CAMP023,2020-10-08,4074.36,Check,Completed
DON00824,D0992,CAMP021,2023-04-04,3607.59,Cash,Refunded
DON00825,D0292,CAMP015,2020-11-18,3325.64,Cash,Failed
DON00826,D0811,CAMP002,2020-10-08,1386.67,Cash,Completed
DON00827,D0404,CAMP003,2022-07-24,3864.75,Check,Refunded
DON00828,D0436,CAMP023,2023-10-14,4338.57,Credit Card,Failed
DON00829,D0974,CAMP019,2022-06-02,2447.8,Check,Refunded
DON00830,D0642,CAMP021,2025-03-16,1065.71,Credit Card,Refunded
DON00831,D0840,CAMP010,2023-12-31,4798.8,Credit Card,Completed
DON00832,D0868,CAMP019,2024-04-10,74.32,Check,Refunded
DON00833,D0858,CAMP001,2023-11-30,1836.65,Online,Completed
DON00834,D0799,CAMP020,2024-03-02,2957.31,Cash,Refunded
DON00835,D0392,CAMP004,2021-05-04,4552.04,Credit Card,Completed
DON00836,D0946,CAMP017,2022-05-14,4547.33,Check,Refunded
DON00837,D0068,CAMP018,2021-01-16,341.29,Cash,Failed
DON00838,D0073,CAMP002,2024-09-01,1253.9,Cash,Refunded
DON00839,D0818,CAMP025,2024-09-22,1093.23,Online,Refunded
DON00840,D0801,CAMP019,2022-05-01,2517.02,Online,Refunded
DON00841,D0623,CAMP015,2022-02-08,1603.13,Cash,Failed
DON00842,D0158,CAMP020,2024-04-21,460.88,Online,Completed
DON00843,D0427,CAMP006,2021-05-22,1803.28,Check,Refunded
DON00844,D0905,CAMP011,2024-03-21,2058.43,Online,Completed
DON00845,D0355,CAMP005,2023-01-28,1301.41,Online,Completed
DON00846,D0699,CAMP006,2023-07-13,2411.25,Cash,Refunded
DON00847,D0076,CAMP010,2021-12-10,1673.11,Check,Failed
DON00848,D0502,CAMP005,2023-03-24,549.09,Cash,Refunded
DON00849,D0454,CAMP006,2020-06-26,3323.78,Check,Completed
DON00850,D0342,CAMP025,2024-12-22,3640.13,Online,Completed
DON00851,D0953,CAMP008,2022-02-08,3356.86,Cash,Completed
DON00852,D0210,CAMP020,2020-10-07,4693.59,Check,Refunded
DON00853,D0265,CAMP022,2020-08-07,2397.92,Cash,Refunded
DON00854,D0840,CAMP010,2024-07-25,3001.67,Check,Failed
DON00855,D0913,CAMP023,2024-03-28,792.06,Online,Completed
DON00856,D0777,CAMP013,2023-04-13,2262.61,Cash,Failed
DON00857,D0896,CAMP015,2020-06-10,3939.67,Cash,Completed
DON00858,D0264,CAMP001,2020-08-07,1458.57,Check,Failed
DON00859,D0206,CAMP020,2023-01-30,4468.01,Cash,Completed
DON00860,D0499,CAMP020,2023-03-17,2935.71,Check,Failed
DON00861,D0329,CAMP023,2024-08-13,1437.69,Check,Failed
DON00862,D0821,CAMP005,2023-03-08,760.4,Online,Failed
DON00863,D0540,CAMP001,2020-11-18,3654.91,Cash,Refunded
DON00864,D0098,CAMP010,2025-01-10,4243.64,Credit Card,Refunded
DON00865,D0366,CAMP024,2023-11-25,1523.87,Check,Failed
DON00866,D0441,CAMP025,2021-11-21,3087.89,Credit Card,Failed
DON00867,D0363,CAMP025,2023-12-01,1030.88,Cash,Failed
DON00868,D0077,CAMP022,2021-01-01,3000.61,Check,Completed
DON00869,D0827,CAMP001,2024-01-05,1895.85,Check,Completed
DON00870,D0950,CAMP010,2024-06-23,3850.51,Online,Failed
DON00871,D0878,CAMP016,2023-03-23,3271.39,Online,Completed
DON00872,D0179,CAMP003,2020-10-09,4878.83,Check,Failed
DON00873,D0194,CAMP008,2022-03-23,1516.91,Check,Failed
DON00874,D0581,CAMP024,2021-06-03,1918.47,Credit Card,Failed
DON00875,D0379,CAMP025,2024-09-26,3564.58,Check,Refunded
DON00876,D0914,CAMP012,2021-06-14,3623.0,Check,Refunded
DON00877,D0008,CAMP018,2022-12-12,2768.06,Credit Card,Failed
DON00878,D0580,CAMP021,2025-04-20,720.78,Cash,Failed
DON00879,D0450,CAMP021,2024-07-25,3147.94,Cash,Failed
DON00880,D0695,CAMP005,2023-01-25,723.58,Credit Card,Failed
DON00881,D0988,CAMP011,2021-09-22,2337.77,Online,Failed
DON00882,D0528,CAMP003,2020-08-19,4947.28,Online,Refunded
DON00883,D0639,CAMP014,2023-08-10,2163.55,Online,Refunded
DON00884,D0990,CAMP010,2023-09-27,2613.29,Online,Refunded
DON00885,D0772,CAMP014,2024-01-11,2143.56,Check,Completed
DON00886,D0943,CAMP016,2024-09-23,1602.08,Credit Card,Completed
DON00887,D0460,CAMP024,2023-06-22,1734.27,Credit Card,Refunded
DON00888,D0732,CAMP015,2022-08-16,4882.19,Cash,Refunded
DON00889,D0245,CAMP014,2023-11-27,1644.91,Check,Completed
DON00890,D0441,CAMP025,2021-07-20,395.27,Online,Refunded
DON00891,D0770,CAMP007,2025-04-23,516.14,Online,Refunded
DON00892,D0369,CAMP014,2021-01-05,3481.21,Online,Failed
DON00893,D0236,CAMP001,2021-11-25,1422.26,Online,Failed
DON00894,D0612,CAMP024,2024-08-02,251.81,Cash,Refunded
DON00895,D0651,CAMP019,2021-01-19,898.89,Online,Refunded
DON00896,D0895,CAMP021,2020-08-10,1108.33,Credit Card,Failed
DON00897,D0131,CAMP001,2024-09-24,3916.14,Check,Failed
DON00898,D0426,CAMP016,2024-12-10,3815.01,Credit Card,Refunded
DON00899,D0285,CAMP014,2024-12-17,36.46,Check,Failed
DON00900,D0232,CAMP007,2020-09-19,1977.01,Online,Refunded
DON00901,D0476,CAMP002,2020-12-20,3725.63,Online,Refunded
DON00902,D0024,CAMP004,2021-09-02,4665.06,Check,Completed
DON00903,D0178,CAMP016,2025-03-18,187.06,Online,Completed
DON00904,D0663,CAMP011,2020-08-31,3533.74,Online,Completed
DON00905,D0906,CAMP018,2022-05-17,3546.05,Check,Failed
DON00906,D0857,CAMP019,2025-02-07,2411.64,Cash,Failed
DON00907,D0733,CAMP022,2025-03-22,1133.47,Online,Completed
DON00908,D0327,CAMP017,2020-10-28,613.89,Credit Card,Refunded
DON00909,D0557,CAMP002,2021-02-13,1623.23,Online,Completed
DON00910,D0124,CAMP012,2024-10-16,2472.06,Online,Refunded
DON00911,D0635,CAMP012,2025-02-02,4542.47,Online,Completed
DON00912,D0810,CAMP006,2021-01-06,4175.46,Check,Failed
DON00913,D0389,CAMP005,2024-10-20,2485.5,Online,Refunded
DON00914,D0577,CAMP021,2023-05-15,3205.47,Check,Failed
DON00915,D0548,CAMP016,2022-05-08,1429.61,Check,Completed
DON00916,D0096,CAMP004,2020-09-08,546.33,Cash,Completed
DON00917,D0744,CAMP021,2020-09-04,1296.67,Online,Refunded
DON00918,D0590,CAMP001,2024-09-03,4686.59,Online,Completed
DON00919,D0653,CAMP005,2023-06-14,3743.62,Credit Card,Failed
DON00920,D0729,CAMP022,2022-06-27,398.83,Check,Failed
DON00921,D0581,CAMP022,2021-12-04,1603.57,Online,Completed
DON00922,D0110,CAMP025,2024-01-16,2959.48,Online,Refunded
DON00923,D0215,CAMP006,2021-05-15,2209.12,Check,Completed
DON00924,D0811,CAMP017,2024-06-22,2754.12,Cash,Completed
DON00925,D0007,CAMP013,2021-06-15,3304.69,Credit Card,Completed
DON00926,D0131,CAMP020,2024-11-08,599.98,Check,Refunded
DON00927,D0135,CAMP007,2025-04-01,1449.68,Credit Card,Failed
DON00928,D0735,CAMP024,2023-05-28,635.14,Online,Completed
DON00929,D0510,CAMP008,2023-08-21,4746.62,Check,Refunded
DON00930,D0371,CAMP005,2023-03-16,1387.47,Cash,Refunded
DON00931,D0639,CAMP006,2023-05-22,458.09,Cash,Refunded
DON00932,D0072,CAMP006,2024-05-25,2856.15,Credit Card,Failed
DON00933,D0926,CAMP002,2025-05-09,748.6,Check,Completed
DON00934,D0659,CAMP006,2021-06-13,3648.79,Online,Failed
DON00935,D0684,CAMP021,2021-06-09,2539.67,Online,Refunded
DON00936,D0214,CAMP013,2023-03-21,3447.37,Online,Refunded
DON00937,D0857,CAMP002,2022-06-29,2572.57,Check,Failed
DON00938,D0108,CAMP014,2024-10-22,1362.14,Credit Card,Completed
DON00939,D0514,CAMP003,2023-10-12,1912.41,Check,Refunded
DON00940,D0839,CAMP006,2021-09-10,3748.09,Online,Completed
DON00941,D0655,CAMP015,2020-07-02,2928.76,Credit Card,Refunded
DON00942,D0600,CAMP010,2024-03-30,1891.96,Online,Failed
DON00943,D0959,CAMP006,2022-05-30,4457.29,Online,Completed
DON00944,D0199,CAMP019,2021-01-01,1211.95,Check,Completed
DON00945,D0145,CAMP009,2023-05-08,2493.23,Online,Completed
DON00946,D0465,CAMP006,2023-09-03,1580.05,Credit Card,Completed
DON00947,D0581,CAMP003,2021-06-28,3206.98,Cash,Completed
DON00948,D0892,CAMP016,2025-02-20,3778.06,Check,Failed
DON00949,D0749,CAMP005,2020-09-02,663.22,Cash,Refunded
DON00950,D0097,CAMP008,2022-01-24,1194.15,Online,Refunded
DON00951,D0272,CAMP009,2023-09-08,2094.47,Cash,Failed
DON00952,D0085,CAMP024,2025-03-18,4826.23,Online,Completed
DON00953,D0053,CAMP001,2024-09-15,4794.05,Check,Completed
DON00954,D0681,CAMP023,2021-11-14,4888.49,Online,Refunded
DON00955,D0932,CAMP022,2024-01-25,3374.1,Check,Failed
DON00956,D0584,CAMP014,2022-05-26,4187.4,Credit Card,Failed
DON00957,D0207,CAMP007,2022-02-28,3267.91,Credit Card,Failed
DON00958,D0872,CAMP018,2021-07-12,2570.47,Credit Card,Completed
DON00959,D0872,CAMP005,2022-04-25,2741.83,Online,Completed
DON00960,D0025,CAMP018,2021-05-08,3151.12,Online,Refunded
DON00961,D0952,CAMP006,2021-04-21,143.26,Check,Completed
DON00962,D0336,CAMP003,2022-01-28,3632.57,Credit Card,Completed
DON00963,D0622,CAMP024,2021-12-27,3541.31,Check,Failed
DON00964,D0981,CAMP016,2020-09-18,4165.45,Cash,Refunded
DON00965,D0010,CAMP020,2021-11-08,3949.23,Credit Card,Failed
DON00966,D0789,CAMP017,2024-08-30,3824.62,Credit Card,Refunded
DON00967,D0313,CAMP016,2021-09-08,3353.65,Online,Refunded
DON00968,D0350,CAMP001,2022-10-07,4916.82,Credit Card,Failed
DON00969,D0983,CAMP007,2021-07-22,2483.69,Online,Refunded
DON00970,D0540,CAMP020,2024-10-16,3393.78,Online,Failed
DON00971,D0793,CAMP007,2020-09-22,4265.15,Online,Refunded
DON00972,D0454,CAMP005,2023-08-30,817.92,Cash,Refunded
DON00973,D0662,CAMP004,2021-01-30,1447.73,Credit Card,Refunded
DON00974,D0610,CAMP018,2020-09-17,4571.35,Cash,Failed
DON00975,D0080,CAMP005,2024-04-24,2138.84,Credit Card,Completed
DON00976,D0613,CAMP015,2020-10-30,3053.51,Credit Card,Failed
DON00977,D0238,CAMP012,2023-08-05,4448.64,Online,Refunded
DON00978,D0080,CAMP014,2022-06-04,1426.92,Cash,Refunded
DON00979,D0344,CAMP002,2022-04-16,3359.88,Cash,Failed
DON00980,D0300,CAMP007,2022-04-09,3104.41,Cash,Refunded
DON00981,D0505,CAMP014,2023-04-07,2663.89,Check,Failed
DON00982,D0062,CAMP018,2020-07-27,4998.19,Credit Card,Completed
DON00983,D0361,CAMP013,2020-07-23,3891.66,Online,Completed
DON00984,D0916,CAMP025,2020-10-08,3136.31,Online,Refunded
DON00985,D0454,CAMP020,2020-11-07,4764.13,Check,Completed
DON00986,D0973,CAMP023,2025-03-03,1622.68,Check,Failed
DON00987,D0511,CAMP024,2025-03-19,1389.4,Online,Refunded
DON00988,D0204,CAMP013,2023-04-27,1666.55,Credit Card,Refunded
DON00989,D0033,CAMP017,2024-08-26,1420.24,Cash,Failed
DON00990,D0621,CAMP008,2023-05-18,2277.67,Cash,Completed
DON00991,D0066,CAMP020,2023-07-11,3304.97,Cash,Failed
DON00992,D0962,CAMP002,2023-09-01,2909.6,Online,Refunded
DON00993,D0243,CAMP009,2023-07-25,3616.88,Credit Card,Refunded
DON00994,D0945,CAMP013,2025-01-31,1574.53,Check,Completed
DON00995,D0133,CAMP018,2020-06-24,59.37,Online,Failed
DON00996,D0496,CAMP013,2021-09-16,3756.07,Online,Completed
DON00997,D0088,CAMP006,2024-06-18,2056.87,Check,Refunded
DON00998,D0298,CAMP025,2021-09-23,3307.13,Online,Completed
DON00999,D0556,CAMP018,2025-04-15,3175.63,Credit Card,Failed
DON01000,D0874,CAMP019,2023-05-01,2645.88,Check,Failed
DON01001,D0524,CAMP009,2022-11-05,531.38,Cash,Failed
DON01002,D0201,CAMP002,2025-02-11,4326.49,Check,Completed
DON01003,D0046,CAMP020,2024-02-12,4144.06,Check,Failed
DON01004,D0310,CAMP001,2024-03-01,93.78,Online,Failed
DON01005,D0341,CAMP005,2024-01-14,1874.67,Online,Completed
DON01006,D0839,CAMP006,2021-08-20,2803.24,Cash,Refunded
DON01007,D0448,CAMP017,2020-05-30,3480.54,Online,Failed
DON01008,D0838,CAMP011,2021-09-25,2087.51,Cash,Failed
DON01009,D0519,CAMP005,2024-04-12,3950.5,Credit Card,Refunded
DON01010,D0131,CAMP018,2020-08-21,1006.07,Online,Refunded
DON01011,D0396,CAMP013,2021-01-25,2063.33,Online,Failed
DON01012,D0185,CAMP008,2022-07-20,2763.79,Online,Failed
DON01013,D0963,CAMP019,2023-02-12,194.04,Online,Failed
DON01014,D0458,CAMP022,2024-10-26,238.16,Check,Refunded
DON01015,D0602,CAMP003,2023-11-03,2638.23,Credit Card,Completed
DON01016,D0403,CAMP009,2021-09-10,3972.83,Cash,Completed
DON01017,D0091,CAMP025,2023-10-19,2260.61,Credit Card,Refunded
DON01018,D0347,CAMP008,2023-04-18,4689.31,Credit Card,Completed
DON01019,D0321,CAMP018,2024-01-22,937.43,Credit Card,Failed
DON01020,D0577,CAMP020,2020-12-25,3768.28,Check,Refunded
DON01021,D0034,CAMP016,2020-07-22,1944.8,Credit Card,Refunded
DON01022,D0073,CAMP005,2021-03-20,1968.49,Check,Refunded
DON01023,D0270,CAMP003,2023-10-11,4988.18,Cash,Completed
DON01024,D0379,CAMP015,2022-12-28,1496.81,Credit Card,Refunded
DON01025,D0329,CAMP021,2023-11-28,4926.65,Check,Completed
DON01026,D0019,CAMP024,2024-09-19,2497.26,Online,Completed
DON01027,D0878,CAMP012,2025-03-04,4026.62,Credit Card,Completed
DON01028,D0998,CAMP006,2023-11-23,4779.23,Credit Card,Completed
DON01029,D0497,CAMP011,2020-08-14,59.6,Online,Failed
DON01030,D0788,CAMP004,2021-09-14,4538.89,Check,Completed
DON01031,D0671,CAMP002,2024-08-01,2811.33,Online,Failed
DON01032,D0563,CAMP004,2025-04-25,4140.09,Credit Card,Failed
DON01033,D0588,CAMP015,2021-12-04,1097.91,Check,Completed
DON01034,D0911,CAMP012,2024-10-26,3769.94,Credit Card,Failed
DON01035,D0784,CAMP021,2023-09-08,3447.8,Credit Card,Refunded
DON01036,D0739,CAMP017,2024-05-14,170.57,Check,Failed
DON01037,D0774,CAMP025,2022-01-17,1364.17,Cash,Refunded
DON01038,D0095,CAMP019,2021-12-20,2137.16,Credit Card,Failed
DON01039,D0646,CAMP002,2022-03-31,2749.81,Online,Refunded
DON01040,D0719,CAMP015,2020-05-29,2508.77,Credit Card,Refunded
DON01041,D0762,CAMP013,2025-04-17,401.84,Online,Completed
DON01042,D0659,CAMP001,2024-02-01,560.66,Online,Refunded
DON01043,D0010,CAMP025,2023-03-26,3980.49,Credit Card,Completed
DON01044,D0523,CAMP003,2023-12-26,1239.41,Cash,Refunded
DON01045,D0039,CAMP016,2023-08-07,3315.18,Cash,Failed
DON01046,D0656,CAMP003,2024-02-10,3051.19,Check,Refunded
DON01047,D0299,CAMP007,2022-01-19,3400.58,Check,Failed
DON01048,D0742,CAMP021,2025-01-01,1041.14,Credit Card,Failed
DON01049,D0858,CAMP003,2023-10-10,598.84,Check,Refunded
DON01050,D0124,CAMP022,2025-05-10,1904.78,Online,Failed
DON01051,D0600,CAMP014,2025-05-09,4444.39,Cash,Failed
DON01052,D0592,CAMP009,2021-04-09,273.82,Cash,Completed
DON01053,D0028,CAMP018,2020-12-11,2633.58,Credit Card,Completed
DON01054,D0726,CAMP025,2021-09-28,425.55,Credit Card,Completed
DON01055,D0145,CAMP024,2023-01-11,3986.31,Credit Card,Failed
DON01056,D0358,CAMP013,2023-09-08,3532.13,Online,Failed
DON01057,D0925,CAMP001,2023-01-30,1783.23,Check,Refunded
DON01058,D0439,CAMP018,2020-06-30,2443.44,Check,Completed
DON01059,D0531,CAMP009,2024-04-30,4806.36,Check,Refunded
DON01060,D0380,CAMP002,2023-09-13,1016.3,Credit Card,Refunded
DON01061,D0778,CAMP020,2021-01-29,3966.02,Cash,Failed
DON01062,D0802,CAMP017,2022-08-15,2121.99,Cash,Refunded
DON01063,D0413,CAMP022,2024-12-29,3386.33,Online,Completed
DON01064,D0051,CAMP021,2022-10-16,4884.24,Cash,Refunded
DON01065,D0352,CAMP010,2024-10-19,4909.57,Cash,Completed
DON01066,D0368,CAMP009,2022-12-09,2997.36,Credit Card,Refunded
DON01067,D0066,CAMP021,2020-09-05,4841.94,Check,Completed
DON01068,D0765,CAMP017,2024-01-27,1568.73,Credit Card,Completed
DON01069,D0074,CAMP022,2022-02-27,2916.52,Check,Failed
DON01070,D0237,CAMP019,2025-02-16,3202.4,Online,Failed
DON01071,D0651,CAMP005,2024-05-26,4106.59,Cash,Completed
DON01072,D0878,CAMP019,2025-02-15,4609.45,Online,Failed
DON01073,D0080,CAMP025,2023-07-29,3537.74,Credit Card,Completed
DON01074,D0739,CAMP001,2022-12-19,116.69,Cash,Failed
DON01075,D0335,CAMP021,2023-09-12,778.73,Cash,Completed
DON01076,D0858,CAMP014,2020-06-07,804.13,Check,Completed
DON01077,D0172,CAMP010,2021-03-02,952.0,Credit Card,Failed
DON01078,D0101,CAMP012,2020-07-06,4281.94,Check,Refunded
DON01079,D0342,CAMP010,2023-10-09,4458.51,Cash,Failed
DON01080,D0669,CAMP023,2022-11-13,2071.83,Online,Refunded
DON01081,D0232,CAMP010,2022-11-07,3207.02,Credit Card,Completed
DON01082,D0680,CAMP018,2022-04-19,4937.12,Credit Card,Completed
DON01083,D0007,CAMP008,2024-04-07,1159.35,Credit Card,Refunded
DON01084,D0789,CAMP002,2023-06-14,4581.66,Cash,Refunded
DON01085,D0966,CAMP011,2022-04-26,161.42,Cash,Completed
DON01086,D0691,CAMP012,2020-08-28,1324.66,Online,Completed
DON01087,D0843,CAMP024,2023-04-01,2726.57,Credit Card,Refunded
DON01088,D0144,CAMP005,2021-10-09,2815.79,Credit Card,Failed
DON01089,D0220,CAMP013,2021-02-10,4019.8,Check,Refunded
DON01090,D0775,CAMP016,2023-04-03,2709.11,Cash,Refunded
DON01091,D0990,CAMP008,2025-03-20,3541.93,Online,Completed
DON01092,D0591,CAMP006,2020-06-04,4872.87,Cash,Refunded
DON01093,D0667,CAMP005,2021-12-13,2244.6,Credit Card,Failed
DON01094,D0708,CAMP022,2021-11-29,26.84,Credit Card,Failed
DON01095,D0794,CAMP024,2021-04-18,849.6,Credit Card,Refunded
DON01096,D0151,CAMP001,2021-05-19,4583.19,Check,Refunded
DON01097,D0028,CAMP005,2020-07-12,100.86,Cash,Failed
DON01098,D0542,CAMP014,2022-11-24,4804.26,Cash,Failed
DON01099,D0838,CAMP013,2024-05-30,2314.26,Online,Completed
DON01100,D0959,CAMP011,2023-07-13,3287.79,Check,Failed
DON01101,D0226,CAMP009,2022-11-04,3795.15,Check,Completed
DON01102,D0556,CAMP020,2022-09-10,1157.43,Check,Completed
DON01103,D0439,CAMP017,2021-10-11,4248.26,Check,Refunded
DON01104,D0850,CAMP023,2024-09-12,3640.21,Check,Failed
DON01105,D0863,CAMP018,2021-02-02,4314.24,Check,Failed
DON01106,D0437,CAMP017,2021-10-29,4159.11,Cash,Failed
DON01107,D0808,CAMP024,2021-07-14,1216.08,Check,Failed
DON01108,D0669,CAMP014,2021-08-09,4083.02,Online,Completed
DON01109,D0419,CAMP025,2021-04-13,2098.67,Credit Card,Completed
DON01110,D0069,CAMP022,2023-12-28,3539.28,Check,Refunded
DON01111,D0932,CAMP008,2021-09-20,880.1,Cash,Failed
DON01112,D0527,CAMP001,2021-01-31,1838.75,Check,Completed
DON01113,D0691,CAMP006,2022-02-14,3981.5,Credit Card,Failed
DON01114,D0001,CAMP010,2024-09-27,869.31,Check,Failed
DON01115,D0136,CAMP001,2020-11-24,3829.39,Credit Card,Refunded
DON01116,D0160,CAMP011,2023-09-24,3365.41,Check,Completed
DON01117,D0397,CAMP014,2022-03-10,4603.82,Credit Card,Refunded
DON01118,D0550,CAMP005,2023-08-31,1885.45,Online,Failed
DON01119,D0160,CAMP003,2022-06-24,1318.57,Check,Refunded
DON01120,D0891,CAMP020,2022-12-18,1234.64,Credit Card,Refunded
DON01121,D0681,CAMP020,2020-08-29,1196.73,Check,Refunded
DON01122,D0333,CAMP022,2024-02-08,3843.52,Credit Card,Completed
DON01123,D0391,CAMP022,2023-03-25,1485.4,Cash,Completed
DON01124,D0806,CAMP022,2025-01-07,4008.47,Online,Refunded
DON01125,D0787,CAMP011,2020-07-18,4516.83,Check,Completed
DON01126,D0223,CAMP022,2020-06-13,4888.91,Cash,Refunded
DON01127,D0591,CAMP008,2021-05-19,1689.45,Credit Card,Refunded
DON01128,D0140,CAMP018,2020-11-22,1499.09,Check,Refunded
DON01129,D0555,CAMP002,2024-04-14,4439.6,Credit Card,Completed
DON01130,D0516,CAMP006,2023-09-20,1207.56,Online,Refunded
DON01131,D0241,CAMP006,2021-05-17,1155.44,Check,Failed
DON01132,D0814,CAMP008,2021-10-30,654.84,Cash,Completed
DON01133,D0904,CAMP018,2023-05-15,2642.99,Credit Card,Failed
DON01134,D0933,CAMP014,2024-12-12,1472.13,Credit Card,Completed
DON01135,D0623,CAMP014,2023-08-07,2932.73,Credit Card,Failed
DON01136,D0183,CAMP020,2020-07-29,3293.54,Online,Completed
DON01137,D0266,CAMP010,2025-05-04,4373.58,Check,Refunded
DON01138,D0674,CAMP022,2024-07-19,3637.49,Cash,Failed
DON01139,D0950,CAMP021,2022-09-08,3722.54,Credit Card,Failed
DON01140,D0891,CAMP009,2023-05-11,1444.1,Check,Failed
DON01141,D0350,CAMP019,2021-05-13,4956.28,Credit Card,Completed
DON01142,D0684,CAMP016,2023-11-12,4708.24,Cash,Refunded
DON01143,D0604,CAMP009,2023-10-27,3133.48,Cash,Refunded
DON01144,D0810,CAMP013,2024-11-07,141.65,Credit Card,Completed
DON01145,D0634,CAMP020,2024-06-22,4595.96,Cash,Completed
DON01146,D0207,CAMP011,2022-09-18,2320.21,Cash,Completed
DON01147,D0083,CAMP007,2021-09-26,4182.14,Online,Completed
DON01148,D0055,CAMP021,2024-06-01,3771.33,Credit Card,Refunded
DON01149,D0387,CAMP021,2023-03-19,1583.8,Credit Card,Failed
DON01150,D0726,CAMP008,2020-09-05,4801.23,Cash,Failed
DON01151,D0655,CAMP006,2021-10-28,1351.26,Cash,Failed
DON01152,D0572,CAMP008,2022-06-16,180.56,Check,Failed
DON01153,D0178,CAMP017,2022-04-21,4946.23,Online,Refunded
DON01154,D0968,CAMP005,2022-05-20,737.08,Cash,Completed
DON01155,D0913,CAMP002,2024-11-06,2734.46,Online,Failed
DON01156,D0742,CAMP016,2021-04-16,4236.59,Check,Refunded
DON01157,D0902,CAMP007,2024-07-14,3020.72,Check,Completed
DON01158,D0995,CAMP016,2021-04-04,961.1,Online,Failed
DON01159,D0197,CAMP007,2025-04-01,2787.74,Check,Completed
DON01160,D0122,CAMP004,2025-02-15,1594.61,Check,Failed
DON01161,D0223,CAMP010,2024-07-11,2422.07,Check,Refunded
DON01162,D0172,CAMP016,2022-10-20,2561.19,Cash,Failed
DON01163,D0253,CAMP025,2023-11-02,3929.92,Check,Refunded
DON01164,D0571,CAMP015,2023-05-14,160.36,Cash,Refunded
DON01165,D0757,CAMP002,2021-07-05,1397.91,Cash,Refunded
DON01166,D0118,CAMP018,2023-06-15,560.68,Check,Completed
DON01167,D0645,CAMP001,2020-09-25,2714.58,Credit Card,Refunded
DON01168,D0496,CAMP001,2024-08-05,3785.68,Cash,Completed
DON01169,D0658,CAMP001,2021-12-08,1778.77,Online,Refunded
DON01170,D0171,CAMP017,2021-03-27,3505.95,Online,Refunded
DON01171,D0905,CAMP015,2020-10-07,582.07,Online,Failed
DON01172,D0056,CAMP014,2023-04-07,1741.37,Check,Refunded
DON01173,D0906,CAMP010,2024-12-29,4470.48,Cash,Refunded
DON01174,D0444,CAMP005,2020-12-27,3301.5,Cash,Completed
DON01175,D0773,CAMP020,2024-09-23,502.76,Credit Card,Completed
DON01176,D0055,CAMP008,2020-06-11,4857.68,Credit Card,Failed
DON01177,D0323,CAMP023,2021-05-26,4252.95,Cash,Failed
DON01178,D0662,CAMP006,2025-01-01,1324.46,Check,Completed
DON01179,D0549,CAMP004,2022-04-25,3149.08,Cash,Refunded
DON01180,D0363,CAMP004,2025-05-21,2215.89,Check,Refunded
DON01181,D0272,CAMP024,2021-05-29,1548.61,Online,Completed
DON01182,D0917,CAMP022,2024-08-02,665.7,Check,Failed
DON01183,D0743,CAMP016,2022-02-26,4265.87,Check,Completed
DON01184,D0878,CAMP013,2025-03-15,574.9,Cash,Completed
DON01185,D0167,CAMP020,2023-09-08,2990.11,Check,Completed
DON01186,D0232,CAMP007,2024-09-08,2961.29,Check,Completed
DON01187,D0487,CAMP025,2022-01-06,4325.36,Cash,Failed
DON01188,D0023,CAMP023,2024-12-24,3225.84,Online,Failed
DON01189,D0158,CAMP002,2024-02-19,4907.16,Online,Failed
DON01190,D0549,CAMP003,2024-09-21,3897.22,Cash,Failed
